temperature,humidity,co2,fan_status
17.6,19.8,943.0,OFF
32.6,82.7,675.0,ON
22.6,54.5,772.0,OFF
26.7,33.2,935.0,OFF
23.4,56.1,320.0,OFF
25.4,53.5,660.0,OFF
24.4,,466.0,OFF
17.4,58.1,490.0,OFF
20.7,44.2,603.0,OFF
32.8,88.3,608.0,ON
25.2,52.1,446.0,OFF
27.6,51.8,662.0,OFF
20.4,60.0,320.0,OFF
23.6,65.6,784.0,OFF
29.4,36.6,861.0,ON
27.0,49.9,941.0,OFF
30.7,41.2,341.0,ON
15.0,69.4,569.0,OFF
25.3,61.2,963.0,OFF
38.5,34.4,685.0,ON
15.3,17.4,387.0,OFF
22.9,59.2,690.0,OFF
26.4,74.1,831.0,ON
26.0,74.2,519.0,ON
16.1,66.4,,OFF
19.3,50.3,669.0,OFF
22.9,63.6,612.0,OFF
19.8,55.7,456.0,OFF
25.3,39.0,611.0,OFF
,23.0,760.0,OFF
22.1,43.2,424.0,OFF
20.3,69.1,670.0,OFF
20.1,40.3,1147.0,ON
32.5,28.8,760.0,ON
26.0,59.1,710.0,OFF
25.1,55.8,619.0,OFF
22.3,44.1,549.0,OFF
32.3,60.8,908.0,ON
25.6,57.9,1099.0,ON
29.8,,596.0,ON
19.4,-40.0,839.0,OFF
27.9,49.9,566.0,OFF
27.6,51.3,578.0,OFF
120.0,49.2,899.0,OFF
16.2,58.9,558.0,OFF
20.4,65.0,710.0,OFF
21.4,65.8,905.0,OFF
29.3,76.5,634.0,ON
21.4,50.1,846.0,OFF
19.8,47.4,788.0,OFF
22.3,41.5,553.0,OFF
,61.1,502.0,OFF
17.5,59.0,701.0,OFF
22.3,52.2,903.0,OFF
28.9,65.0,361.0,ON
27.5,43.6,514.0,OFF
26.5,58.1,696.0,OFF
26.3,41.9,615.0,OFF
26.0,62.7,916.0,OFF
20.9,62.3,1261.0,ON
18.4,41.2,459.0,OFF
23.0,999.0,683.0,OFF
16.6,47.0,468.0,OFF
35.9,39.5,1199.0,ON
19.5,78.7,794.0,ON
29.9,73.6,846.0,ON
26.3,74.5,695.0,ON
25.4,20.9,612.0,OFF
27.5,59.4,657.0,OFF
24.7,40.6,398.0,OFF
20.5,68.0,708.0,OFF
30.5,79.3,660.0,ON
22.9,37.1,877.0,OFF
33.7,66.9,527.0,ON
85.0,49.0,630.0,ON
24.7,,418.0,ON
30.0,62.5,369.0,ON
18.2,62.7,908.0,OFF
31.9,50.8,443.0,ON
26.9,66.6,320.0,OFF
20.4,46.8,734.0,OFF
10.7,47.2,787.0,OFF
18.8,55.1,418.0,OFF
28.7,47.1,772.0,ON
23.2,39.9,656.0,OFF
26.3,20.6,601.0,OFF
22.2,,619.0,ON
25.0,66.4,658.0,OFF
20.8,76.7,320.0,ON
28.8,40.3,406.0,ON
23.8,67.1,627.0,OFF
26.2,72.4,525.0,ON
27.7,48.6,320.0,OFF
30.9,66.9,866.0,ON
22.8,60.4,823.0,OFF
28.2,55.9,798.0,ON
23.2,61.8,394.0,OFF
21.4,23.0,486.0,OFF
22.4,75.8,406.0,ON
15.4,65.7,590.0,OFF
23.4,44.6,346.0,OFF
24.5,62.9,748.0,OFF
20.5,46.2,659.0,OFF
27.1,59.7,746.0,OFF
19.7,44.9,439.0,OFF
25.6,54.1,801.0,OFF
18.0,48.1,769.0,OFF
23.3,53.9,912.0,OFF
28.5,44.9,711.0,ON
22.2,65.4,661.0,OFF
30.4,45.1,863.0,ON
29.3,44.0,854.0,ON
22.5,55.9,566.0,OFF
23.6,42.8,672.0,OFF
26.0,53.1,,ON
24.1,37.4,371.0,OFF
18.7,56.5,720.0,OFF
28.1,49.1,696.0,ON
33.4,50.1,441.0,ON
19.7,59.1,409.0,OFF
22.8,58.7,1059.0,ON
25.5,63.3,686.0,OFF
30.6,91.3,581.0,ON
32.8,60.3,320.0,ON
18.8,69.8,,OFF
16.0,67.2,747.0,OFF
27.1,48.1,783.0,OFF
26.8,71.7,661.0,ON
26.6,83.0,767.0,ON
25.6,73.9,684.0,ON
24.6,41.4,510.0,OFF
27.8,67.6,555.0,OFF
21.3,38.3,786.0,OFF
12.8,40.9,-500.0,OFF
25.6,51.8,407.0,OFF
20.4,74.4,,ON
29.0,56.7,501.0,ON
30.4,45.4,431.0,ON
16.3,53.6,822.0,OFF
29.4,69.2,1093.0,ON
24.4,40.3,634.0,OFF
20.5,63.3,418.0,OFF
29.8,-12.0,763.0,ON
28.8,37.1,399.0,ON
31.5,78.8,779.0,ON
31.3,48.6,584.0,ON
23.3,61.5,444.0,OFF
29.4,56.5,915.0,ON
24.9,67.4,639.0,OFF
26.1,57.3,874.0,OFF
20.9,73.4,735.0,ON
22.5,47.8,549.0,OFF
24.6,-12.0,756.0,OFF
20.7,74.8,755.0,ON
21.8,54.5,468.0,OFF
20.9,73.5,546.0,ON
31.4,66.9,632.0,ON
25.7,71.7,320.0,ON
19.1,46.9,677.0,OFF
24.4,999.0,849.0,OFF
26.0,30.7,345.0,OFF
27.3,72.5,1029.0,ON
23.2,33.3,-500.0,OFF
24.3,,829.0,OFF
26.9,180.0,1074.0,ON
15.4,50.6,676.0,OFF
27.8,35.4,320.0,OFF
17.6,44.9,820.0,OFF
31.6,54.9,330.0,ON
23.1,,923.0,OFF
23.2,49.3,9999.0,OFF
20.2,48.4,784.0,OFF
27.7,42.9,715.0,OFF
28.4,68.0,816.0,ON
,23.5,623.0,OFF
24.5,67.2,353.0,OFF
23.3,71.0,804.0,ON
25.9,58.8,485.0,OFF
23.6,47.5,594.0,OFF
24.9,75.0,594.0,ON
23.8,53.6,805.0,OFF
32.8,61.6,605.0,ON
18.1,26.4,724.0,OFF
23.9,67.1,423.0,OFF
22.3,81.8,831.0,ON
31.4,70.0,320.0,ON
17.1,64.9,,OFF
22.6,64.0,655.0,OFF
25.6,70.9,625.0,ON
26.6,999.0,661.0,OFF
23.9,49.4,1019.0,ON
22.4,54.6,637.0,OFF
23.3,34.0,653.0,OFF
21.6,68.3,320.0,OFF
33.0,33.7,421.0,ON
21.2,77.8,,ON
35.7,52.7,537.0,ON
31.8,63.2,631.0,ON
24.7,31.2,620.0,OFF
28.4,40.2,503.0,ON
22.9,56.4,625.0,OFF
25.4,44.8,940.0,OFF
27.0,74.9,986.0,ON
20.2,57.0,499.0,OFF
26.0,70.4,770.0,ON
25.6,71.7,546.0,ON
27.2,48.8,426.0,OFF
15.3,52.6,635.0,OFF
31.2,63.1,646.0,ON
13.9,48.8,884.0,OFF
25.5,42.1,595.0,OFF
21.8,40.9,768.0,OFF
28.6,88.3,951.0,ON
27.5,40.5,324.0,OFF
26.9,55.3,844.0,OFF
32.2,73.3,859.0,ON
28.4,63.8,604.0,ON
32.1,66.9,759.0,ON
28.2,38.5,516.0,ON
23.8,65.1,852.0,OFF
22.3,70.5,816.0,ON
20.9,63.4,689.0,OFF
19.8,76.0,366.0,ON
34.3,48.3,589.0,ON
21.2,44.4,5000.0,ON
24.2,57.8,853.0,OFF
25.1,15.0,762.0,OFF
29.6,32.8,856.0,ON
,34.7,1104.0,ON
29.3,55.5,667.0,ON
29.6,-12.0,320.0,ON
21.0,,718.0,OFF
27.3,45.6,608.0,OFF
21.1,67.2,493.0,OFF
30.2,66.9,753.0,ON
22.1,55.3,320.0,OFF
25.5,61.6,561.0,OFF
18.7,52.3,547.0,OFF
20.2,71.3,787.0,ON
26.4,43.0,1038.0,ON
,51.2,509.0,OFF
34.3,66.3,1010.0,ON
16.8,70.2,1167.0,ON
21.5,31.0,763.0,OFF
16.9,79.8,643.0,ON
20.6,43.4,1237.0,ON
17.0,,503.0,OFF
23.1,25.2,1020.0,ON
21.8,55.2,621.0,OFF
16.6,50.2,847.0,OFF
21.6,81.0,642.0,ON
-55.0,77.4,828.0,ON
19.4,35.1,737.0,OFF
26.3,56.0,625.0,OFF
26.2,55.9,626.0,OFF
20.9,49.5,592.0,OFF
21.2,57.4,721.0,OFF
24.4,46.9,926.0,OFF
26.3,999.0,1015.0,ON
21.9,71.4,545.0,ON
21.2,66.0,320.0,OFF
25.9,75.1,579.0,ON
15.2,49.5,320.0,OFF
16.8,56.2,408.0,OFF
23.5,49.1,397.0,OFF
25.6,,1106.0,ON
19.3,64.8,602.0,OFF
25.6,70.0,412.0,OFF
26.4,40.4,537.0,OFF
9.7,57.5,949.0,OFF
26.3,38.5,521.0,OFF
19.2,62.2,404.0,OFF
20.5,65.8,747.0,OFF
23.1,38.5,897.0,OFF
,60.7,747.0,OFF
19.0,57.3,934.0,OFF
23.7,57.2,641.0,OFF
29.5,65.0,624.0,ON
28.2,56.1,526.0,ON
18.3,59.9,466.0,OFF
24.4,42.6,639.0,OFF
26.0,50.5,666.0,OFF
21.3,58.8,573.0,OFF
22.5,51.8,408.0,OFF
20.1,53.6,535.0,OFF
19.1,48.6,509.0,OFF
21.4,73.3,553.0,ON
26.0,26.7,561.0,OFF
21.7,57.4,498.0,OFF
23.8,52.0,588.0,OFF
23.2,49.7,586.0,OFF
29.9,25.2,668.0,ON
27.1,89.9,526.0,ON
29.8,68.0,378.0,ON
20.0,41.2,886.0,OFF
17.5,48.9,825.0,OFF
25.1,57.3,617.0,OFF
24.9,79.7,833.0,ON
28.5,74.1,534.0,ON
29.6,58.9,1057.0,ON
24.5,48.1,608.0,OFF
29.5,51.6,429.0,ON
21.1,34.9,858.0,OFF
25.5,54.7,781.0,OFF
14.0,-40.0,386.0,OFF
25.6,30.6,383.0,OFF
20.0,28.9,933.0,OFF
20.9,49.7,753.0,OFF
24.8,95.0,320.0,ON
26.2,53.6,540.0,OFF
19.0,65.4,807.0,OFF
20.7,64.2,802.0,OFF
18.1,61.8,624.0,OFF
23.5,52.9,839.0,OFF
18.2,48.0,1178.0,ON
21.7,64.9,462.0,OFF
21.8,46.3,508.0,OFF
18.4,65.6,442.0,OFF
19.9,32.4,679.0,OFF
28.2,56.3,451.0,ON
27.8,57.1,753.0,OFF
21.3,54.9,720.0,OFF
23.5,30.1,340.0,OFF
22.1,150.0,320.0,OFF
21.1,62.3,320.0,OFF
14.7,64.9,621.0,OFF
24.9,40.9,696.0,OFF
25.2,80.8,344.0,ON
21.3,,320.0,ON
120.0,91.4,459.0,ON
20.7,89.2,467.0,ON
24.7,59.2,698.0,OFF
8.3,73.5,847.0,ON
20.3,53.7,513.0,OFF
21.7,,883.0,OFF
17.6,42.2,421.0,OFF
26.8,60.7,320.0,OFF
15.5,,560.0,OFF
28.1,47.0,573.0,ON
19.5,59.4,769.0,OFF
17.9,34.0,657.0,OFF
19.6,81.3,479.0,ON
31.3,55.0,406.0,ON
21.4,66.2,682.0,OFF
,56.3,423.0,OFF
25.2,72.7,338.0,ON
18.9,51.2,791.0,OFF
18.3,45.5,782.0,OFF
35.7,51.9,990.0,ON
27.0,61.3,351.0,OFF
25.6,28.0,1099.0,ON
24.5,66.4,320.0,OFF
32.5,95.0,1292.0,ON
22.3,72.0,320.0,ON
33.1,75.4,479.0,ON
14.3,50.9,451.0,OFF
20.7,36.6,705.0,OFF
,52.9,449.0,OFF
26.6,55.3,709.0,OFF
13.0,76.2,701.0,ON
28.7,49.1,349.0,ON
24.5,35.4,580.0,OFF
24.4,39.0,644.0,OFF
22.4,80.8,1083.0,ON
12.3,50.5,,OFF
25.2,65.2,981.0,OFF
28.2,95.0,602.0,ON
23.6,50.6,870.0,OFF
31.6,,808.0,ON
19.7,48.8,485.0,OFF
19.7,-40.0,320.0,ON
20.2,64.9,888.0,OFF
26.3,26.1,821.0,OFF
10.9,40.9,614.0,OFF
30.7,27.4,414.0,ON
22.7,48.5,969.0,OFF
21.3,41.8,535.0,OFF
22.1,45.9,602.0,OFF
-55.0,43.9,806.0,OFF
26.7,71.5,808.0,ON
25.7,46.7,1257.0,ON
24.4,34.7,320.0,OFF
18.5,58.6,361.0,OFF
24.6,,432.0,OFF
22.9,71.4,790.0,ON
33.1,73.6,455.0,ON
27.4,40.2,520.0,OFF
15.8,61.2,702.0,OFF
28.8,72.4,647.0,ON
14.4,55.1,445.0,OFF
23.0,66.6,866.0,OFF
26.4,59.3,678.0,OFF
24.0,73.3,729.0,ON
26.7,60.0,764.0,OFF
22.4,91.5,549.0,ON
16.3,56.9,811.0,OFF
23.0,53.3,640.0,OFF
28.5,,459.0,ON
25.1,58.9,669.0,OFF
19.3,15.0,465.0,OFF
16.7,59.0,822.0,OFF
-999.0,52.3,645.0,OFF
22.1,55.1,1265.0,ON
32.7,42.8,705.0,ON
13.4,60.2,518.0,OFF
28.2,47.0,543.0,ON
23.5,67.1,669.0,OFF
32.6,56.0,427.0,ON
26.6,34.8,934.0,OFF
29.5,59.1,853.0,ON
27.0,47.7,838.0,OFF
26.1,44.0,756.0,OFF
18.6,84.8,944.0,ON
15.5,58.5,584.0,OFF
23.0,71.4,808.0,ON
20.9,48.3,745.0,OFF
21.7,55.0,677.0,OFF
25.8,20.6,320.0,OFF
22.3,37.5,787.0,OFF
28.2,72.2,776.0,ON
17.2,72.2,641.0,ON
18.4,47.5,838.0,OFF
23.8,59.7,691.0,OFF
27.8,40.3,458.0,OFF
2.4,91.7,1834.0,ON
27.2,35.1,423.0,OFF
20.7,57.7,356.0,OFF
38.6,71.4,931.0,ON
26.1,35.7,545.0,OFF
27.0,56.1,541.0,OFF
22.4,150.0,579.0,OFF
24.1,63.5,869.0,OFF
37.4,36.7,528.0,ON
25.9,37.6,690.0,OFF
19.3,51.0,629.0,OFF
28.4,61.9,690.0,ON
22.9,63.2,320.0,OFF
26.3,67.2,935.0,OFF
,43.0,703.0,OFF
25.6,50.7,798.0,OFF
30.3,35.6,862.0,ON
28.5,-40.0,429.0,ON
,19.6,743.0,OFF
21.9,67.0,973.0,OFF
27.0,34.1,605.0,OFF
22.0,19.2,469.0,OFF
28.3,67.2,553.0,ON
19.7,82.7,457.0,ON
14.7,43.0,615.0,OFF
23.0,46.9,393.0,OFF
27.5,47.1,598.0,OFF
21.3,94.5,838.0,ON
28.8,62.9,,ON
30.4,49.9,997.0,ON
33.0,49.7,320.0,ON
18.8,70.2,460.0,ON
26.4,48.6,808.0,OFF
24.3,22.6,651.0,OFF
24.8,38.0,683.0,OFF
8.7,30.1,976.0,OFF
17.2,38.2,876.0,OFF
17.9,57.4,821.0,OFF
17.1,58.6,1191.0,ON
18.2,63.9,809.0,OFF
27.2,41.6,679.0,OFF
22.2,48.9,669.0,OFF
14.9,59.1,605.0,OFF
22.9,85.8,651.0,ON
,52.5,320.0,OFF
11.3,65.1,320.0,OFF
30.9,83.5,665.0,ON
17.8,61.3,320.0,OFF
27.8,72.4,320.0,ON
26.2,52.7,540.0,OFF
13.4,21.8,523.0,OFF
250.0,43.6,508.0,ON
24.2,57.1,699.0,OFF
26.6,40.1,821.0,OFF
28.0,27.6,915.0,OFF
18.6,50.9,341.0,OFF
17.2,81.2,999.0,ON
30.0,70.2,873.0,ON
12.6,53.7,911.0,OFF
27.3,52.2,758.0,OFF
29.6,68.5,430.0,ON
31.5,48.4,,ON
21.7,51.9,903.0,OFF
22.0,63.1,607.0,OFF
19.0,61.1,840.0,OFF
25.8,58.0,789.0,OFF
17.1,66.9,372.0,OFF
32.9,63.7,494.0,ON
22.0,60.5,700.0,OFF
22.5,43.1,640.0,OFF
19.5,15.0,504.0,OFF
24.1,57.5,885.0,OFF
28.6,68.9,1170.0,ON
19.0,35.3,1098.0,ON
13.0,36.7,1048.0,ON
21.8,72.4,670.0,ON
19.9,37.4,522.0,OFF
27.1,74.1,933.0,ON
21.5,59.5,445.0,OFF
28.3,45.9,471.0,ON
24.5,54.7,796.0,OFF
23.8,50.1,1052.0,ON
35.6,65.6,376.0,ON
27.5,54.9,1054.0,ON
14.0,70.4,757.0,ON
21.2,48.3,547.0,OFF
31.5,63.5,501.0,ON
21.8,79.1,475.0,ON
13.9,59.5,772.0,OFF
26.0,35.3,713.0,OFF
22.8,50.3,934.0,OFF
23.8,41.6,623.0,OFF
25.1,86.2,605.0,ON
25.5,52.8,754.0,OFF
29.7,55.2,1064.0,ON
21.1,72.9,460.0,ON
19.9,84.3,445.0,ON
27.6,52.0,777.0,OFF
14.9,54.9,331.0,OFF
23.1,71.3,320.0,ON
22.0,30.3,389.0,OFF
21.3,45.6,320.0,OFF
29.1,30.6,955.0,ON
23.3,68.6,909.0,OFF
26.9,56.0,476.0,OFF
23.3,83.2,541.0,ON
24.2,45.8,987.0,OFF
27.2,23.3,320.0,OFF
21.9,51.6,934.0,OFF
22.2,69.5,396.0,OFF
18.8,33.0,786.0,OFF
21.3,81.3,368.0,ON
21.4,45.5,530.0,OFF
30.7,61.8,515.0,ON
,66.9,320.0,OFF
20.0,49.5,1197.0,ON
36.8,48.8,868.0,ON
16.3,63.0,627.0,OFF
23.4,66.4,753.0,OFF
27.8,69.4,320.0,OFF
22.7,58.9,,OFF
28.7,55.5,799.0,ON
23.9,57.7,711.0,OFF
,34.6,748.0,OFF
24.8,47.7,460.0,OFF
22.2,59.5,429.0,OFF
21.8,73.7,586.0,ON
30.0,64.4,854.0,ON
24.6,65.7,865.0,OFF
29.4,49.4,871.0,ON
20.4,,800.0,OFF
24.3,67.4,668.0,OFF
25.3,55.3,1015.0,ON
,49.7,601.0,ON
23.1,37.4,917.0,OFF
26.1,59.1,783.0,OFF
14.5,57.0,785.0,OFF
26.0,57.6,559.0,OFF
18.5,57.2,320.0,OFF
23.0,87.2,642.0,ON
23.0,78.2,633.0,ON
26.6,51.3,692.0,OFF
18.7,42.2,682.0,OFF
25.3,38.2,614.0,OFF
27.7,51.9,945.0,OFF
30.0,41.3,872.0,ON
23.5,51.8,637.0,OFF
28.1,,835.0,ON
15.6,43.5,633.0,OFF
15.3,79.4,680.0,ON
20.2,71.0,649.0,ON
32.6,56.7,320.0,ON
18.5,51.1,684.0,OFF
26.2,40.4,649.0,OFF
17.3,70.0,699.0,OFF
120.0,62.3,648.0,ON
25.7,72.2,885.0,ON
22.6,59.9,672.0,OFF
15.7,36.1,503.0,OFF
22.9,32.7,523.0,OFF
26.8,38.4,884.0,OFF
23.0,82.8,320.0,ON
25.2,29.0,604.0,OFF
23.3,-40.0,1133.0,ON
18.7,61.0,801.0,OFF
17.8,26.1,739.0,OFF
23.5,73.2,759.0,ON
32.0,73.7,626.0,ON
22.3,50.9,1146.0,ON
23.6,50.1,461.0,OFF
22.3,54.6,777.0,OFF
22.5,62.4,430.0,OFF
26.4,73.7,612.0,ON
23.0,77.4,1071.0,ON
20.3,39.9,778.0,OFF
17.3,66.0,953.0,OFF
24.6,63.4,12430.0,ON
29.4,69.9,739.0,ON
-55.0,52.5,449.0,OFF
17.9,72.2,378.0,ON
28.0,64.5,1306.0,ON
31.2,56.5,640.0,ON
22.9,73.9,889.0,ON
,36.0,836.0,OFF
28.0,41.5,859.0,OFF
24.4,54.1,811.0,OFF
24.2,65.5,620.0,OFF
25.3,58.8,834.0,OFF
17.3,51.2,467.0,OFF
28.2,73.9,787.0,ON
29.7,51.0,626.0,ON
21.8,69.8,868.0,OFF
28.0,53.2,526.0,OFF
33.7,48.4,446.0,ON
20.6,73.3,987.0,ON
28.1,40.9,815.0,ON
20.0,61.1,426.0,OFF
15.4,55.8,779.0,OFF
18.2,51.4,692.0,OFF
22.6,55.0,574.0,OFF
25.5,56.3,1122.0,ON
20.5,70.9,634.0,ON
21.0,76.2,856.0,ON
27.5,63.1,972.0,OFF
20.5,59.9,780.0,OFF
27.1,39.4,717.0,OFF
26.3,58.6,765.0,OFF
120.0,60.4,905.0,OFF
17.4,55.1,784.0,OFF
19.3,61.3,759.0,OFF
20.7,43.1,670.0,OFF
13.4,61.0,320.0,OFF
22.7,41.3,1005.0,ON
-55.0,58.4,660.0,OFF
21.7,57.5,651.0,OFF
23.1,60.6,777.0,OFF
23.6,52.9,879.0,OFF
30.5,68.5,448.0,ON
29.9,42.0,493.0,ON
19.7,42.9,320.0,OFF
15.8,53.5,817.0,OFF
15.7,61.1,346.0,OFF
22.2,33.5,662.0,OFF
20.4,27.2,439.0,OFF
27.7,62.0,365.0,OFF
26.7,46.3,544.0,OFF
13.0,46.9,609.0,OFF
28.0,75.0,528.0,ON
23.8,77.2,928.0,ON
18.7,58.7,701.0,OFF
15.9,46.3,672.0,OFF
35.9,56.5,585.0,ON
24.4,38.4,1114.0,ON
27.6,68.9,726.0,OFF
23.9,71.0,939.0,ON
18.7,67.3,738.0,OFF
120.0,32.6,496.0,ON
24.1,43.5,906.0,OFF
38.7,18.1,357.0,ON
28.2,52.2,320.0,ON
20.8,47.7,948.0,OFF
21.8,57.1,497.0,OFF
24.4,53.0,446.0,OFF
40.0,63.5,567.0,ON
17.3,65.8,850.0,OFF
24.1,83.4,1095.0,ON
23.8,34.7,536.0,OFF
25.4,49.3,798.0,OFF
25.6,59.8,669.0,OFF
33.8,68.2,356.0,ON
25.2,24.2,538.0,OFF
33.9,64.0,12430.0,ON
21.7,45.7,669.0,OFF
22.7,,637.0,OFF
29.9,42.4,779.0,ON
21.5,70.8,931.0,ON
21.3,52.0,320.0,OFF
17.6,21.9,722.0,OFF
18.5,61.4,741.0,OFF
28.4,59.5,773.0,ON
33.4,78.3,627.0,ON
28.9,49.6,570.0,ON
19.0,,415.0,OFF
20.1,23.1,380.0,OFF
17.5,74.6,320.0,ON
22.2,18.6,-500.0,ON
22.7,59.5,622.0,OFF
22.8,60.4,723.0,OFF
24.9,55.3,476.0,OFF
29.1,49.1,678.0,ON
25.2,41.1,940.0,OFF
27.8,,500.0,OFF
24.2,42.0,12430.0,OFF
22.7,58.6,770.0,OFF
24.0,51.4,935.0,OFF
24.4,60.2,470.0,OFF
19.4,70.3,320.0,ON
33.9,51.0,397.0,ON
15.3,40.4,746.0,OFF
24.1,47.0,932.0,OFF
20.9,58.8,1061.0,ON
26.8,77.0,482.0,ON
16.1,70.6,387.0,ON
29.9,54.6,717.0,ON
28.2,65.7,923.0,ON
22.8,52.0,656.0,OFF
30.3,61.1,912.0,ON
29.6,47.7,,ON
20.2,52.4,562.0,OFF
27.4,150.0,816.0,OFF
21.2,37.7,645.0,OFF
23.6,51.2,320.0,OFF
16.3,57.2,813.0,OFF
27.8,60.0,394.0,OFF
30.1,75.1,476.0,ON
23.7,53.3,671.0,OFF
28.6,,800.0,ON
26.4,61.2,807.0,OFF
14.9,84.3,934.0,ON
23.7,65.5,347.0,OFF
13.5,80.7,320.0,ON
15.5,57.9,496.0,OFF
21.4,53.3,320.0,OFF
19.4,48.2,635.0,OFF
23.1,51.3,908.0,OFF
8.8,56.5,755.0,OFF
30.3,51.2,1208.0,ON
250.0,75.7,534.0,ON
27.3,51.8,573.0,OFF
29.8,43.2,632.0,ON
28.2,58.4,755.0,ON
22.2,48.2,707.0,OFF
25.2,62.4,355.0,OFF
25.3,30.1,739.0,OFF
25.2,999.0,427.0,OFF
23.5,44.7,684.0,OFF
33.1,37.3,707.0,ON
25.8,51.4,631.0,OFF
14.3,37.9,707.0,OFF
19.1,58.4,838.0,OFF
18.8,70.3,702.0,ON
19.0,52.0,320.0,OFF
25.1,63.5,844.0,OFF
21.1,31.8,726.0,OFF
24.3,65.4,320.0,OFF
23.3,53.3,363.0,OFF
,67.6,900.0,ON
23.5,63.1,664.0,OFF
30.5,88.8,927.0,ON
26.2,23.5,691.0,OFF
31.2,50.4,344.0,ON
39.5,56.8,1124.0,ON
23.3,48.8,-500.0,OFF
18.8,65.9,1067.0,ON
25.8,94.4,761.0,ON
28.0,33.4,717.0,OFF
21.1,52.4,516.0,OFF
34.1,54.5,340.0,ON
21.7,59.7,386.0,OFF
26.4,38.6,991.0,OFF
31.7,65.6,473.0,ON
20.8,39.3,527.0,OFF
28.9,59.2,841.0,ON
30.5,67.1,1118.0,ON
18.2,51.0,931.0,OFF
22.5,81.5,841.0,ON
31.7,47.7,320.0,ON
21.9,59.1,755.0,OFF
23.8,57.2,875.0,OFF
15.6,40.4,762.0,OFF
23.1,31.4,642.0,OFF
29.7,58.1,560.0,ON
11.4,71.7,907.0,ON
22.7,53.3,485.0,OFF
23.0,45.9,687.0,OFF
21.8,84.4,400.0,ON
20.1,65.8,564.0,OFF
24.3,64.3,,OFF
27.4,58.4,703.0,OFF
28.8,49.2,538.0,ON
25.3,50.7,513.0,OFF
20.4,50.5,681.0,OFF
28.8,60.9,613.0,ON
20.3,75.7,821.0,ON
22.8,42.1,688.0,OFF
21.6,58.3,931.0,OFF
22.8,31.6,327.0,OFF
23.4,56.2,764.0,OFF
29.4,61.3,910.0,ON
17.1,68.1,684.0,OFF
14.1,46.3,642.0,OFF
23.5,54.1,,OFF
17.1,77.8,872.0,ON
33.4,56.1,448.0,ON
28.2,51.8,707.0,ON
25.3,69.1,559.0,OFF
37.6,37.5,320.0,ON
16.2,76.9,556.0,ON
25.9,59.7,442.0,OFF
21.5,15.0,409.0,OFF
27.5,46.2,485.0,OFF
22.9,50.7,716.0,OFF
15.6,61.0,703.0,OFF
17.9,59.8,605.0,OFF
32.9,45.8,546.0,ON
15.4,65.8,672.0,OFF
26.1,49.5,732.0,OFF
22.0,48.8,686.0,OFF
27.8,59.1,341.0,OFF
33.8,150.0,842.0,ON
17.5,180.0,424.0,OFF
23.9,37.3,712.0,OFF
17.9,33.4,1135.0,ON
28.2,36.1,486.0,ON
23.2,37.4,485.0,OFF
15.1,53.3,419.0,OFF
20.3,35.5,663.0,OFF
23.8,,752.0,OFF
23.4,51.6,498.0,OFF
16.5,63.4,579.0,OFF
18.1,41.2,619.0,OFF
30.0,60.0,486.0,ON
20.9,49.4,644.0,OFF
22.2,68.2,640.0,OFF
-999.0,30.5,722.0,OFF
8.7,58.2,711.0,OFF
24.8,58.8,677.0,OFF
29.6,65.3,749.0,ON
27.9,50.0,741.0,OFF
21.8,,480.0,OFF
30.5,70.0,823.0,ON
17.8,66.8,866.0,OFF
33.7,59.4,743.0,ON
28.0,44.8,1066.0,ON
22.7,39.2,857.0,OFF
22.0,63.4,603.0,OFF
17.3,56.5,491.0,OFF
12.4,63.0,439.0,OFF
27.1,50.6,-50.0,OFF
29.4,64.1,748.0,ON
25.2,47.0,512.0,OFF
23.0,92.8,616.0,ON
-999.0,34.9,568.0,OFF
19.5,87.9,391.0,ON
25.5,58.8,1079.0,ON
26.9,78.1,565.0,ON
24.0,49.3,374.0,OFF
28.9,71.9,1007.0,ON
24.3,61.0,624.0,OFF
18.0,42.1,717.0,OFF
,47.4,369.0,OFF
27.7,56.5,470.0,OFF
27.9,57.2,780.0,OFF
15.5,47.8,1249.0,ON
24.2,44.2,784.0,OFF
34.4,51.5,720.0,ON
25.8,78.0,916.0,ON
26.1,48.8,654.0,OFF
31.4,66.1,552.0,ON
22.9,42.2,647.0,OFF
25.9,-40.0,651.0,OFF
19.0,62.0,816.0,OFF
19.8,44.4,898.0,OFF
30.0,34.2,321.0,ON
25.9,67.3,703.0,OFF
22.1,63.4,538.0,OFF
29.6,999.0,734.0,ON
23.3,51.3,718.0,OFF
25.1,25.8,784.0,OFF
20.2,75.4,617.0,ON
30.4,70.7,726.0,ON
22.1,38.9,795.0,OFF
30.2,75.3,730.0,ON
18.9,39.0,892.0,OFF
20.6,51.7,1004.0,ON
21.1,77.4,481.0,ON
15.9,35.3,734.0,OFF
12.0,49.0,652.0,OFF
25.4,26.9,954.0,OFF
27.2,45.4,320.0,OFF
29.9,39.6,704.0,ON
23.2,51.2,745.0,OFF
26.3,52.6,683.0,OFF
28.5,48.5,1307.0,ON
28.1,73.8,553.0,ON
15.0,48.1,842.0,OFF
26.8,35.5,363.0,OFF
23.7,40.0,811.0,OFF
24.9,180.0,493.0,ON
25.3,67.7,459.0,OFF
25.0,56.1,824.0,OFF
21.5,15.0,977.0,OFF
,32.1,842.0,OFF
22.8,73.8,849.0,ON
19.5,48.2,320.0,OFF
19.8,52.2,505.0,OFF
