temperature,humidity,fan_status
14.6,83.2,ON
27.7,62.1,OFF
26.7,65,OFF
27.1,57.1,OFF
25.6,999,OFF
25.6,49.5,OFF
31.3,43.8,ON
22.8,45.9,OFF
,51.9,ON
24.7,44.2,OFF
30.4,29.3,ON
17.4,57.5,OFF
24.4,33.9,OFF
29.3,55.4,ON
30.1,63.1,ON
22.1,59.6,OFF
26,41.9,OFF
25.3,74.6,ON
20.6,46.2,OFF
22,33.3,OFF
28.5,50.9,ON
24.3,55.3,OFF
21.5,70.9,ON
26.3,43.5,OFF
24.9,79,ON
18.5,47.6,OFF
15.1,41.4,OFF
18.6,47.7,OFF
22.3,80.5,ON
21.5,68.9,ON
16.6,77.3,ON
27.9,59.3,OFF
27.5,68.1,OFF
20.5,65.6,OFF
26.8,74.9,ON
25.8,59,OFF
21.9,40.6,OFF
30.4,85.1,ON
28.1,,ON
28,64.7,OFF
17.4,56.9,ON
29.3,59.8,ON
26.2,88,ON
30.6,29.7,ON
11.9,76.4,ON
29.1,44.9,ON
29.6,58.8,ON
19,39.4,OFF
15.9,55.6,OFF
28.9,45.7,ON
26.9,54.5,OFF
27.2,58.9,OFF
25,72,ON
17.1,55.2,OFF
18.5,37.8,OFF
22.2,37.4,OFF
20.2,150,OFF
28.9,55.3,ON
23.1,39.9,OFF
23,73.2,ON
18.7,,OFF
25.6,18.3,OFF
24.3,36.6,OFF
16.8,57.1,OFF
31.9,55,ON
23.1,95,ON
15.4,64.1,OFF
36.3,82.2,ON
17.9,83.2,ON
27.9,65,OFF
18,65.5,OFF
19.7,30.8,OFF
28.6,46.5,ON
36.5,50.7,ON
23.2,180,OFF
25.7,53.2,OFF
19.3,75.9,ON
24.9,75.9,ON
37.2,65.8,ON
14.8,49.9,OFF
24.1,64.7,OFF
27.7,60.4,OFF
28.7,44.6,ON
31.9,44.4,ON
20.7,46.9,OFF
18,41.7,OFF
25.4,57.6,OFF
19.8,,OFF
18.4,49.4,OFF
27,59.3,OFF
24,67.9,ON
10.9,50.9,OFF
18.5,,OFF
23.9,63.6,OFF
32.5,34.3,ON
24.3,49.7,OFF
23.7,29.7,OFF
20.1,77,ON
25.5,56.6,OFF
21.3,60.7,OFF
16.1,59.3,OFF
25.6,71.8,ON
24.5,82,ON
36.2,53.3,ON
23.3,50.6,OFF
28,58.4,OFF
33.6,38.2,ON
18.8,70.6,ON
25,58.3,OFF
29.6,78.4,ON
28.4,89.1,ON
22.2,57.9,OFF
27.3,61,OFF
17.7,68.1,OFF
29.5,53.4,ON
30.4,46.1,ON
24,66,OFF
24.4,77.1,ON
25.6,50.5,OFF
29,81.5,ON
20.5,43.4,OFF
26.3,67.4,OFF
21.8,46.9,OFF
25.4,33.8,OFF
21.5,44.3,OFF
29.2,56.8,ON
20.3,50.5,OFF
31.3,50,ON
20.9,79.7,ON
25.7,39.2,OFF
17.6,55.4,OFF
32.1,38.8,ON
32.6,64.2,ON
30,90.6,ON
18.9,68.6,OFF
34.3,33.9,ON
32.1,74.9,ON
-999,62,OFF
25.6,86.3,ON
16.8,,OFF
23,53.8,OFF
27.1,42.3,OFF
32.2,80.3,ON
15.3,28,OFF
-999,52.8,OFF
27.6,48.3,OFF
26.9,52.6,OFF
28.6,31,ON
27.6,71.4,ON
23.6,41.5,OFF
26.6,92.4,ON
29,78.2,ON
18.7,68.1,OFF
14.1,38.9,OFF
28.4,37.4,ON
29.4,53.9,ON
22,78.6,ON
16.8,70.9,ON
22.5,25.1,OFF
33.5,38.5,ON
21.6,71.6,ON
22.8,63.7,OFF
85,49,OFF
27,73.7,ON
19.4,27.4,OFF
,47.4,OFF
27.7,53.2,OFF
20.5,59.3,OFF
24.9,49,OFF
19.9,70.3,ON
22.1,36.5,OFF
33.6,50.9,ON
24.2,59.2,OFF
22.3,54.9,OFF
37.6,51.9,ON
25.7,46.8,OFF
250,60.6,ON
32.2,52.4,ON
33.2,20.2,ON
29.1,66.4,ON
29.4,83.3,ON
16.6,49.7,OFF
24.2,74.5,ON
18.2,50.7,OFF
21,58.3,OFF
27.8,52.6,OFF
25.6,36.8,OFF
28.7,58.6,ON
26.3,61.9,OFF
17.4,39.8,OFF
17.5,30,OFF
21.8,55,OFF
23.4,60.9,ON
23.9,-40,OFF
32.7,51.6,ON
21.6,61.2,OFF
31.4,81.4,ON
24.8,52.9,OFF
16.8,44.1,OFF
14.6,69.5,OFF
22.5,-12,OFF
17.4,42.4,OFF
19.5,40.6,ON
26.7,-12,OFF
26.8,54.1,OFF
8,56.1,ON
27.8,58.3,ON
21.3,48.6,OFF
21.8,69.9,OFF
31.6,47.7,ON
22.1,67.9,OFF
23.2,50.6,OFF
21.2,47.1,OFF
33.6,53,ON
26.6,55.6,OFF
26.1,42.5,OFF
25.9,43.6,OFF
22.5,60.8,OFF
28.6,45.6,ON
85,44.8,OFF
26.5,65.6,OFF
15.2,42.9,OFF
15.9,54.3,OFF
24.9,54.6,OFF
22,31.6,OFF
31,63.3,ON
21.5,44.6,OFF
27,70.8,ON
22.7,56.4,OFF
21.8,68.1,OFF
23.8,65.9,ON
32.2,55.9,ON
29,49.3,ON
14.2,45,OFF
26,52.4,OFF
27.9,57.5,OFF
28.4,33.5,ON
19.9,69.1,ON
16.2,31.7,OFF
22.7,57.9,OFF
29.4,42.5,ON
34.1,46.2,ON
22.4,48.2,OFF
26.2,76,ON
23.2,45.6,OFF
24.9,31.4,OFF
16.5,64.8,OFF
28.9,36.1,ON
33.4,48.5,ON
18.7,63.2,OFF
19.2,41.4,OFF
250,18.8,OFF
24.6,59.4,OFF
29.9,84.6,ON
26.7,52.6,OFF
20.2,24.9,OFF
31.3,48.6,ON
19.2,44.8,OFF
21.3,42.4,OFF
23,72.6,ON
26.4,77.4,ON
35.3,94.6,ON
26.1,66.3,OFF
23.3,73.3,ON
22.8,42,OFF
21.8,76.9,ON
21.6,74.3,ON
26.8,71.2,ON
20.4,63.1,OFF
,56.9,OFF
21.8,59,OFF
26.9,24.3,OFF
20.5,54.4,OFF
25.6,58.1,OFF
29,35.4,ON
16.9,47.3,OFF
25.1,45.8,OFF
26.1,64.8,OFF
24.4,55.5,ON
28.6,40,ON
24.2,67.8,OFF
20.3,54.9,OFF
26.9,51.1,OFF
21.4,44.6,OFF
32.8,33.1,ON
20.5,62.1,OFF
22,29.9,OFF
20.7,,OFF
27.9,68.7,OFF
28.7,51.8,ON
,44.2,OFF
31.7,61.2,ON
17.6,65.2,OFF
17.4,69.5,OFF
25.9,,OFF
22.4,54.8,OFF
22.3,47.7,OFF
19.9,35.5,OFF
33.5,,ON
28.5,29.7,ON
,78.2,ON
18.6,47.4,OFF
29.4,38.2,ON
10.1,77.5,ON
25.9,46.6,OFF
14.9,46.8,OFF
,59.9,OFF
,77,ON
28.4,64.6,ON
,47.4,OFF
25,29.4,OFF
23.5,48.3,OFF
29.4,55.9,ON
28.4,60.8,ON
21.6,36.7,OFF
20.5,57.4,OFF
29.4,-40,ON
34,76.4,ON
27.4,58.1,OFF
19.3,48.3,OFF
20.1,57.9,OFF
21.1,30.8,ON
25.2,87.1,ON
17.5,65.8,ON
24.6,48.3,OFF
22.1,63,OFF
27.9,47.3,OFF
17.6,92.6,ON
25.7,42.7,OFF
25.2,63.4,OFF
22.3,64.7,OFF
33.6,63.6,ON
18.3,71.6,ON
21.4,63.7,OFF
17.7,58.2,OFF
18.9,32.7,ON
18.5,28.9,OFF
24.9,65.3,OFF
24.3,73.8,ON
26.5,54.4,OFF
27.9,44.7,OFF
14,53.3,OFF
15,60.4,OFF
19.7,51.1,OFF
11,45.8,OFF
22,47.3,OFF
18.1,54.3,OFF
19.9,56.7,OFF
29.3,57,ON
20.6,43.3,OFF
23.1,59.4,ON
,64.3,OFF
27.8,32.9,OFF
18.5,33.9,OFF
18.5,54.3,OFF
38,53.6,ON
22.5,46,OFF
26.5,56.1,OFF
19.3,48.9,OFF
28.8,51.5,ON
22.7,86.4,ON
21.2,74.4,ON
23.1,52.7,OFF
25.7,62.9,OFF
34.7,51.1,ON
24.3,15,OFF
27.5,45.2,OFF
28.2,74.4,ON
23.6,81.5,ON
14.3,,OFF
19.3,50.6,OFF
22.9,61.9,OFF
24.1,48.4,OFF
20.1,60.8,OFF
120,53.3,ON
21.2,44.1,OFF
29.9,24.8,ON
32.2,43.2,ON
20.9,60.9,OFF
-999,55.5,ON
27,41.7,OFF
15.8,36.4,OFF
24.1,46.9,OFF
24.5,70.3,ON
26.1,46.6,OFF
18.4,50,OFF
23.5,32.5,OFF
22.1,65.2,OFF
28.8,35.7,ON
33.5,53,ON
28.4,74.4,ON
24.5,36.1,OFF
14.3,34.1,OFF
23.7,38,OFF
17.3,56.6,ON
26.8,55.5,OFF
24.1,62.8,OFF
20.3,,OFF
24.2,53.6,OFF
27.7,44.4,OFF
22.3,74.2,ON
20.9,44.2,OFF
16.9,58.4,OFF
31.9,58.3,ON
30.3,72.2,ON
20.9,36.3,OFF
18.1,95,ON
26.3,49.8,OFF
25.5,62.7,OFF
22.2,44.1,OFF
22.2,66.6,OFF
28.3,56.1,ON
32.1,58.4,ON
22.1,48.8,OFF
21.6,58.6,OFF
24.9,45.2,OFF
16.5,55.8,OFF
30.3,82.7,ON
22.8,61.9,OFF
23.8,77,ON
20.6,61.7,OFF
19.3,55.1,OFF
18.3,68.8,OFF
19.9,40.2,OFF
22.8,52,OFF
24.9,49.9,OFF
30,37.2,ON
31.5,58.4,ON
25.6,50.3,OFF
27.4,64.3,OFF
23,34.8,OFF
22,66.9,OFF
18.7,62.9,OFF
,69.4,OFF
31.1,52.8,ON
23.4,49.7,OFF
25.9,82.5,ON
15.7,41.2,OFF
22.1,39.7,OFF
22.2,70,OFF
23.2,45.9,OFF
26.7,60.5,OFF
35.6,51.4,ON
21.7,72.3,ON
29.6,78.1,ON
29.2,68.7,ON
29.2,32.7,ON
23.7,88.3,ON
24.9,73.9,ON
19.5,72.8,ON
19,49.2,OFF
17.3,35.5,OFF
22.2,58.9,OFF
20.9,52.1,OFF
19.2,60.8,OFF
29.8,56.8,ON
12.1,60.3,OFF
20.2,18.1,OFF
19.9,46.7,OFF
17.2,66.2,OFF
21.6,79.7,ON
25.2,76.3,ON
24.4,42,OFF
31.6,53.9,ON
24.2,38.6,OFF
20.5,67.7,OFF
14,86.7,ON
24.8,42,ON
23.5,66.9,OFF
31,72.6,ON
28,55.5,OFF
13.2,63.3,ON
28.8,64,ON
17.7,57.8,OFF
25.6,56.4,OFF
-999,63.7,OFF
21.4,180,OFF
29.4,60.8,ON
29.1,24.4,ON
33.9,,ON
19.5,47.4,OFF
29.8,36.8,ON
18.3,52.1,OFF
31,54.7,ON
28.3,70.4,ON
19.9,32.4,OFF
18.4,46.1,OFF
32,55.3,ON
25.2,64.3,OFF
19.6,50.3,OFF
21.2,76.7,ON
24.1,53.7,OFF
20.4,69.8,OFF
21.7,75.7,ON
30.5,49.1,ON
250,29.9,OFF
18.5,50.1,OFF
18.6,64.4,OFF
16,52.6,OFF
27.9,54.9,OFF
29.2,77.2,ON
25.6,39.9,OFF
25,72.5,ON
20.9,39.1,OFF
19.9,61.1,OFF
15.5,54.1,OFF
17.4,48.7,OFF
22.2,18.1,OFF
24.5,68.7,OFF
20.9,67.4,OFF
23.2,52.4,OFF
18.8,37.1,OFF
16.5,46.4,OFF
16.9,,OFF
27.2,59.1,OFF
33.9,66.9,ON
15.8,58.7,OFF
31.4,63.5,ON
31.1,35.6,ON
26.6,58.6,OFF
22.5,57,OFF
19.5,65.4,OFF
22.5,21.4,OFF
21.7,39.7,OFF
19.5,62.9,OFF
20.4,,OFF
25.6,63.6,OFF
24.2,56.5,OFF
25.7,47.2,OFF
26,54.4,OFF
24,64.1,OFF
26.7,46.4,OFF
22.6,72.4,ON
20.1,61.3,OFF
22.3,59.3,OFF
28.4,52.9,ON
23.3,78.9,ON
26.8,45.6,OFF
28.9,27.4,ON
18.9,39.8,OFF
31.7,49.8,ON
30.1,81.1,ON
30.3,46.1,ON
21.6,22.7,OFF
20.2,71,ON
22.2,-12,OFF
23.6,30.9,OFF
23.1,51.6,OFF
23.3,61.1,OFF
16.6,27.3,OFF
23.4,71.1,ON
24.1,54.3,OFF
24.1,71,ON
25.4,56.2,OFF
,45.1,ON
24.8,21.8,OFF
21.9,36.7,OFF
12.4,77.3,ON
30.6,34.8,ON
23.2,53.9,OFF
25.9,61.2,OFF
29.9,52.3,ON
22.4,37.4,OFF
15.6,26.3,OFF
32.3,57.8,ON
22.3,43.1,OFF
26.8,,OFF
19.6,74.6,ON
85,40.8,OFF
18,85.3,ON
32.6,58.5,ON
30.2,52.3,ON
21.4,83.7,ON
24,65.5,OFF
27.7,30.8,OFF
27.2,66.4,OFF
19.1,77.2,ON
20.7,77.1,ON
17.1,52.9,OFF
33.9,60.4,ON
27.3,48.8,OFF
26.3,52.2,OFF
25.6,73.8,ON
,83.9,ON
30.4,58.3,ON
26.5,53.9,OFF
18.8,78.3,ON
15.7,34.5,OFF
28.8,48.7,ON
24.7,,OFF
17.6,58.2,OFF
29.6,35.7,ON
28.5,50.5,ON
16.2,32.2,OFF
22.1,50.5,OFF
21,62.9,OFF
28.6,62.9,ON
24.7,61.3,OFF
30,73.9,ON
,47.3,OFF
16.7,54.2,OFF
36,67.8,ON
20.4,51.9,OFF
23.7,56,OFF
17.8,95,ON
27.3,73,ON
27.3,73.7,ON
35.8,58,ON
19.9,34.5,OFF
,57.5,OFF
18.8,64.9,OFF
31.9,63.9,ON
18.4,57,OFF
23.1,57.4,OFF
26.6,15.7,OFF
28,66.1,ON
25.9,30.9,OFF
27.3,32.9,OFF
25.4,67.9,ON
24.8,59.2,OFF
22.3,50,OFF
29.1,36.7,ON
23.2,44.4,OFF
19.7,42.8,OFF
17.6,51.8,OFF
23.5,66,OFF
20.8,53.6,OFF
20.6,48.5,OFF
26.8,49.4,OFF
250,53.4,ON
20.5,66.4,OFF
22.8,49.4,OFF
24.5,57.7,OFF
28.2,49.9,ON
18.3,62.5,OFF
27.3,60.3,OFF
20.6,77.2,ON
29.7,62.6,ON
21.3,66.8,OFF
11.2,52.8,OFF
25.1,53,OFF
23.8,22.6,OFF
23.3,75.8,ON
,30.7,ON
22.9,58.4,OFF
22.1,32.9,ON
31.3,,ON
23.8,54.7,OFF
16.2,69.6,OFF
15.9,58.1,OFF
26.4,37.6,OFF
19.7,63.5,OFF
15.6,69.3,OFF
25.1,42.6,OFF
25.9,49.8,OFF
24.9,23.4,OFF
23.4,39.3,OFF
28.1,48,ON
14.9,46.6,OFF
19.2,54.6,OFF
18.5,55.9,ON
22.2,81.9,ON
22,41.3,OFF
28.1,72.4,ON
25,40.5,OFF
24.3,41.1,OFF
21.7,75.6,ON
23.4,,OFF
26.3,48.8,OFF
20.8,180,OFF
28.8,31,ON
26.7,53.3,OFF
33.7,19.5,ON
24,95,ON
250,68.5,ON
17.7,53,OFF
120,26.1,ON
21.6,64.3,OFF
26.8,57.1,OFF
22.1,54.4,OFF
24.7,52.8,OFF
19.2,66.2,OFF
23.4,-40,ON
19.4,55.3,OFF
21.5,80.4,ON
38,71.3,ON
21.2,54.7,OFF
19.8,67.3,OFF
26.2,52.8,ON
24.9,55,OFF
23.6,53.2,OFF
22.8,50.1,OFF
23.5,73.5,ON
19.9,65.7,OFF
23.1,63,OFF
29.8,28.3,ON
31.4,56.7,ON
18.2,25.5,OFF
24.8,26.7,OFF
29.5,38,ON
28.6,85.5,ON
25.5,51.9,OFF
25.2,31.5,OFF
14.7,51.7,OFF
30.9,71.4,ON
21.3,80.8,ON
22.4,61.3,OFF
30,60.1,ON
23.9,51.5,OFF
24.2,66.5,OFF
25.8,56.2,OFF
24.8,,OFF
24,86.8,ON
18.9,65.1,ON
28.7,83.2,ON
29.7,73.2,ON
22.3,180,OFF
22.8,63.7,OFF
22.4,40.7,OFF
32.7,90.2,ON
18.6,19.6,OFF
18.7,87.3,ON
27.9,71.7,ON
20.8,54,OFF
30.1,53.4,ON
25.2,42.7,ON
32.3,73.8,ON
27.1,60.9,OFF
29.8,32.1,ON
20.6,59.5,OFF
22.6,67.3,OFF
22.6,66.1,OFF
13,55,OFF
19.7,70,OFF
36.6,84.1,ON
20.9,53.6,ON
15.9,44,OFF
30.1,58.5,ON
18.1,,ON
17.5,74.1,ON
32,49.4,ON
25.6,51.9,OFF
29,180,ON
29.8,63.1,ON
19.6,60.8,OFF
26.9,52.2,OFF
21.1,36.7,OFF
21.1,67.5,OFF
29.7,60.3,ON
12.7,52.5,OFF
20.6,35.2,OFF
19.8,76.3,ON
27.6,46.4,OFF
,85.2,ON
24.3,62.8,ON
23.6,62.8,OFF
23.8,57.4,OFF
21.8,29.3,OFF
24,79.3,ON
27.3,56,OFF
19.4,53.5,OFF
29.8,62.1,ON
24.9,,OFF
38.6,58.7,ON
23.7,999,OFF
24.2,67.7,OFF
23,43.6,OFF
24.1,71,ON
21,52.7,ON
17.7,30.9,OFF
28.3,43.1,ON
17.4,57.4,OFF
29.7,68.6,ON
29.5,36.7,ON
21.7,56.7,ON
16.8,55.9,OFF
10.5,66.9,ON
,49.4,ON
13.5,15,OFF
22,62.2,OFF
30.1,64.7,ON
23.5,29.4,OFF
23.7,55.5,ON
26.5,43.3,OFF
27.5,68.4,OFF
29.5,70.6,ON
15.7,66.2,OFF
24,55.1,OFF
25.7,42.8,OFF
27.5,32.5,OFF
28.3,31.6,ON
25.9,75.6,ON
25.6,56.4,ON
28.4,54.9,ON
30.1,62.5,ON
22,56.5,OFF
23,89,ON
18.5,45.7,OFF
28.1,65.1,ON
16.9,66.8,OFF
32.4,60.6,ON
34.5,61,ON
30.1,46.1,ON
16,72.8,ON
14.7,82.1,ON
33,32.1,ON
27.9,36.7,OFF
18.5,60.4,OFF
23.8,54.4,OFF
23.9,46,OFF
16.6,54.2,OFF
26.1,51.1,OFF
32,62.3,ON
13.4,45.7,OFF
19.6,50.8,OFF
14.5,59.1,OFF
20.3,62.6,OFF
29.2,61.4,ON
21.7,35.9,OFF
24.7,28.1,OFF
20.7,62.6,OFF
23.9,54.2,OFF
25,78.9,ON
28.8,71.1,ON
13.8,36.9,OFF
29.7,86.7,ON
26.9,55,OFF
24.5,83,ON
31.4,63.4,ON
17.3,51.8,OFF
20.6,52.2,OFF
18.5,26.5,OFF
19,-40,ON
17.6,71.2,ON
23.3,59.8,OFF
30.2,77.7,ON
27.6,42.4,OFF
26.5,54.2,OFF
19.3,42.5,OFF
,73,ON
23.4,54.2,OFF
28.3,56.5,ON
19.5,68.3,OFF
22.7,54.4,OFF
26.6,48.7,OFF
24.2,41.8,OFF
25.3,67.4,OFF
-999,49.4,ON
24.9,77.5,ON
19.4,51.1,OFF
23.2,70.3,ON
18.5,44,OFF
21.2,74,ON
28.7,47.9,ON
26.9,60.7,OFF
21.8,68,OFF
27.4,48,OFF
28.8,52.6,ON
30,58.7,ON
31.2,49.9,ON
24,58.4,OFF
22.7,69.7,OFF
24.2,43.5,OFF
,70.7,ON
19.7,-40,OFF
18.5,63.8,OFF
26,45.7,OFF
26.4,62.6,OFF
20.7,57.7,OFF
19.1,76.4,ON
22.9,59.2,OFF
31.9,49.2,ON
18.4,51.7,OFF
19.6,36.3,OFF
15.6,66.4,OFF
25.2,66.3,OFF
28.2,43.1,ON
18.8,47.5,OFF
23.1,60.8,OFF
21.8,,OFF
23.2,77.1,ON
29,48.6,ON
18.1,87.7,ON
28.7,73.9,ON
20.1,46.5,OFF
19.1,57.3,OFF
25,66.4,OFF
18.5,83.8,ON
17.8,56.2,OFF
30.1,180,ON
19.9,57,OFF
13.7,51,OFF
16.4,54.3,OFF
24.8,70.6,ON
26.8,59.5,OFF
32.7,62.3,ON
17.5,38.6,OFF
19.5,48.1,OFF
18.4,45.1,OFF
31,80,ON
19.6,57.9,ON
22.5,50.7,OFF
16.1,87.5,ON
31.7,67.5,ON
23.8,43,OFF
22.8,50.6,OFF
30.4,80,ON
28.5,40.2,ON
27.7,27.7,OFF
21.7,49.1,OFF
18.7,66.9,OFF
27.3,43.9,OFF
34.7,64.9,ON
20,38.4,OFF
29.6,49.8,ON
26.9,31.8,OFF
28.8,70.7,ON
14,77,ON
22.7,80.8,ON
19.9,65.3,OFF
19.2,15.7,OFF
23.5,66.1,OFF
20.2,35.6,OFF
25.3,71.1,ON
23.4,87,ON
24.3,20.8,OFF
17.7,83.5,ON
24,49.5,OFF
34.5,68.4,ON
16.3,69.1,OFF
37.4,71.5,ON
32.1,81.5,ON
23.2,54.5,OFF
15.1,95,ON
21.3,95,ON
24,59.1,OFF
26.8,31.5,OFF
26.7,68.3,OFF
23.1,82.4,ON
26.7,61.7,OFF
19.7,58.7,OFF
27.8,57.1,OFF
19.1,70.1,ON
20.3,47.6,OFF
20.7,61.8,OFF
21,57.1,OFF
30,15,ON
17,44.8,OFF
33.1,61.6,ON
23.5,49.1,OFF
27.9,65.2,OFF
19.7,76,ON
20,63.3,ON
22,57.8,OFF
17.1,56.9,OFF
34.2,56.3,ON
,80.3,ON
23.5,67,ON
22,68.2,OFF
29,73.7,ON
25.6,64.7,OFF
20.4,47.5,OFF
26.1,46.3,OFF
23.5,,ON
17.4,32.2,OFF
14.6,83.3,ON
23.7,37.3,OFF
22.9,31.2,OFF
21.5,57.2,OFF
28.4,34.9,ON
35.2,53.5,ON
31.4,34.2,ON
25.5,25.7,OFF
27.1,53.1,OFF
23,59.4,OFF
-55,56.2,OFF
29.7,55.4,ON
22.1,57,OFF
24.3,67.6,OFF
27.7,65.6,OFF
23.8,64.5,OFF
26.3,83.1,ON
16.6,41.1,OFF
20.2,48.5,OFF
19,24.5,OFF
21.1,61.5,OFF
35.6,65.2,ON
21.3,41.9,OFF
24.1,64.7,ON
29,68.5,ON
18.9,48.4,OFF
21.9,55,OFF
25.9,150,ON
13.7,51.8,OFF
27.8,89.2,ON
30.7,47.4,ON
21.3,53.6,OFF
21.9,57.2,OFF
38.2,19.7,OFF
24.6,51.9,OFF
28.9,65.2,ON
27.4,43.6,OFF
14.9,81.3,ON
27.2,49.3,OFF
23.5,59.4,OFF
26.4,42.6,ON
20.8,42,OFF
22.4,43.7,OFF
31.1,86,ON
,57.3,OFF
28.4,48.1,ON
28.2,46.9,ON
25.1,76.8,ON
31.2,57.8,ON
28.5,72.8,ON
19.3,57,OFF
22.6,65.7,OFF
27.5,67.3,OFF
26.1,70.9,ON
28.8,65.8,ON
36.3,64.3,ON
250,70.8,ON
23.3,81.3,ON
22.9,17,OFF
27.7,38.5,OFF
20.5,60,OFF
20.2,37.2,OFF
22.2,47.6,OFF
19.7,85.3,ON
22.4,47.2,OFF
27,54.4,OFF
18.8,37.1,OFF
22,42.8,OFF
21.3,70.7,ON
22,70.1,ON
22.4,19.3,OFF
25,54.3,OFF
30.4,50.7,ON
17.2,65.3,OFF
27.2,53.2,OFF
26.4,46.8,ON
23.7,61.4,OFF
16.9,40.7,OFF
29.7,35.6,ON
20,,ON
23.7,53.9,OFF
-55,28.8,OFF
23.1,37.1,OFF
28.9,55.7,ON
14.1,33.5,OFF
24.5,62.5,OFF
15.2,63.6,OFF
37.6,44.2,ON
26.8,28.8,OFF
24.1,41.2,OFF
21.9,45,OFF
26.4,63.7,OFF
25,63.9,OFF
27.9,66.2,OFF
18.5,43.2,OFF
23.7,48.5,ON
23.5,54.3,OFF
31.2,15,ON
20.8,47.1,OFF
26.9,65.1,OFF
17.2,60.9,OFF
23.7,58.7,OFF
23.4,22.8,OFF
22.7,73.1,ON
18.2,85,ON
23,53.9,OFF
27.7,74.4,ON
26.4,28.6,OFF
23.7,51.8,OFF
28.8,75.1,ON
26.6,63.1,OFF
18.5,26.1,OFF
23.6,47.7,OFF
20.9,58.5,OFF
25,37.2,ON
28.2,,ON
26.4,38.2,OFF
34.6,31.6,ON
27.4,53.3,OFF
19,43.1,OFF
19.3,69.2,OFF
27.5,67.9,OFF
32.1,70.7,ON
21.2,45,OFF
22.5,,ON
17.9,53.5,OFF
34.6,72.5,ON
26.6,93.2,ON
21.1,75.2,ON
17.9,78,ON
25.9,75.4,ON
28.1,57.2,ON
31.6,56.5,ON
28,,OFF
24.2,70.5,ON
19.2,49.5,OFF
,51.1,OFF
20.7,55.9,OFF
25.4,51.5,OFF
23.8,26.9,OFF
22.5,52.3,OFF
24.8,61.9,OFF
25.2,20.9,OFF
30.2,59.8,ON
19.6,80.3,ON
21.2,53.4,OFF
27.9,46.4,OFF
24.5,58.2,OFF
24.1,76.7,ON
29.1,49.7,ON
17.4,70,OFF
22.1,58.3,OFF
26.4,67.6,OFF
23.2,53.8,ON
19.4,48.5,OFF
27,54.3,OFF
15.1,63.1,ON
22.6,51.9,OFF
22.9,77.3,ON
18.6,67.7,OFF
27.9,40.5,OFF
,66.6,OFF
22.6,37.6,OFF
27,62.2,OFF
20.4,62.7,OFF
29.7,62.8,ON
29.8,48.1,ON
15.6,81.3,ON
21.4,26.9,ON
30.4,28.7,ON
-999,88,ON
85,62.4,OFF
29.8,54.4,ON
3.2,95.5,OFF
16.6,43.1,OFF
26.8,68.5,OFF
25.9,68.8,OFF
20.5,58.5,OFF
26.1,40.2,ON
29.3,49.5,ON
18.8,74.3,ON
26,67.7,OFF
18.2,56.9,OFF
22.8,27.6,OFF
22.6,66.4,ON
21.7,65,OFF
15.3,40.1,OFF
21.4,83.6,ON
27.1,48.5,OFF
29.8,94.2,ON
17.3,62.9,OFF
24,95,ON
24.7,53.8,OFF
30.1,41.1,ON
30.1,59.1,ON
23.8,58.9,OFF
23.1,62.9,OFF
33.6,40.2,ON
29,47.8,ON
23.4,42.3,OFF
26.9,63.7,OFF
29.4,61.4,ON
27.2,71.9,ON
30.6,39.1,ON
29.2,66.4,ON
24,79.3,ON
31,61.8,ON
34.8,56,ON
21.2,79.1,ON
20.9,72.9,ON
22.2,46.9,OFF
20.9,47.2,OFF
21.3,52.3,OFF
29.4,59.1,ON
17.3,61.4,OFF
21.1,76.2,ON
21.1,50.3,OFF
32.2,63,ON
30.5,75.7,ON
18.9,57.6,OFF
20.4,61.4,OFF
31.2,63.8,ON
26.2,55.4,OFF
21.1,51.6,OFF
18.4,33.3,OFF
31.1,34.3,ON
18.1,62.2,OFF
21.8,89.4,ON
24.4,17.1,OFF
28,62.8,OFF
25.7,24.7,OFF
13.3,84.8,ON
22.7,30.8,OFF
27,45.7,OFF
28.8,47.1,ON
22.1,59.6,OFF
23.5,54.9,OFF
21.4,61.9,OFF
23.5,56.7,OFF
29.1,58.6,ON
18.5,43.5,OFF
21.2,,OFF
24.9,57.4,OFF
16.1,52.8,OFF
29,65.4,ON
20.7,70.3,ON
23.8,71,ON
14.5,53.4,OFF
26.2,67,OFF
20.4,49.4,OFF
21.4,63,OFF
26.2,52.4,OFF
20.6,56.5,OFF
17.9,55.4,OFF
26.3,-12,OFF
25.1,70.5,ON
27.8,48.7,OFF
18.9,60.6,OFF
24.4,41,OFF
34.5,31.2,ON
19.6,82,ON
-55,54.1,OFF
19.1,55.1,OFF
25,33.4,OFF
19.2,44.9,OFF
20.3,46.5,OFF
21.4,63.3,OFF
27.1,68.3,OFF
23.4,57.2,OFF
22.6,84,ON
20.9,41.5,OFF
21.9,61.5,OFF
24.7,43.6,OFF
35.9,54.9,ON
20.1,62.1,OFF
24.4,56.9,OFF
26.2,55,ON
22.6,38.3,OFF
23.7,66.7,ON
26.1,67.3,OFF
27.2,42.7,OFF
23.9,85,ON
30.7,61.2,ON
,49.6,OFF
27.8,67.7,OFF
26,54.5,OFF
22.9,69.1,ON
23.7,70.1,ON
23.3,67.2,OFF
,76.2,ON
15.9,35,OFF
33.4,41.2,ON
25.7,52.2,OFF
22.4,71.2,ON
12.8,37,OFF
20,,OFF
14.6,78.3,ON
13.4,73.8,ON
26.2,51.5,OFF
20.3,61.9,OFF
